0.000000	0.344179	blank
0.344179	0.787369	some
0.787369	1.263562	things
1.263562	1.673748	stay
1.673748	1.810477	the
1.810477	2.225378	same
2.225378	2.734574	shape
2.734574	3.031606	blank
3.031606	3.630383	unless
3.630383	4.304597	something
4.304597	4.677065	happens
4.677065	4.813794	to
4.813794	5.294702	change
5.294702	5.719032	them
5.719032	6.529975	blank
6.529975	6.930732	ice
6.930732	7.359777	cubes
7.359777	7.949125	melt
7.949125	8.156575	when
8.156575	8.340452	the
8.340452	8.745923	air
8.745923	8.962803	is
8.962803	9.476715	warm
9.476715	10.240510	blank
10.240510	10.433816	the
10.433816	11.013734	clouds
11.013734	11.310766	change
11.310766	11.857680	shape
11.857680	11.999124	blank
11.999124	12.536609	before
12.536609	12.654479	a
12.654479	13.234397	strom
13.234397	13.531429	blank
