0.000000	0.225599	blank
0.225599	0.636304	Some
0.636304	1.318885	buildings
1.318885	1.645714	have
1.645714	1.914697	a
1.914697	2.279126	square
2.279126	2.869154	bottom
2.869154	3.193091	and
3.193091	3.759980	sides
3.759980	4.396284	shaped
4.396284	4.647914	like
4.647914	5.637078	triangles. 
5.637078	6.337012	blank
6.337012	6.652272	The
6.652272	7.169992	sides
7.169992	7.519960	meet 
7.519960	7.739774	at
7.739774	7.956696	a
7.956696	8.315340	point
8.315340	8.564077	at
8.564077	8.737615	the
8.737615	9.168566	top. 
9.168566	9.975516	blank
9.975516	10.377545	This
10.377545	10.663881	kind
10.663881	10.768004	of
10.768004	11.170033	shape
11.170033	11.520000	is
11.520000	11.924921	called
11.924921	12.159197	a
12.159197	13.148361	pyramid.
