0.000000	0.366828	blank
0.366828	0.735949	Fun
0.735949	1.196777	ways
1.196777	1.437508	to
1.437508	1.843312	Learn
1.843312	2.276628	About
2.276628	3.056137	SHAPES
3.056137	4.014476	blank
4.014476	4.431743	where
4.431743	4.677060	is
4.677060	4.890278	my
4.890278	5.319009	shape
5.319009	6.479103	blank
6.479103	6.745054	How
6.745054	7.233394	many
7.233394	7.886806	circle,
7.886806	9.106510	square,
9.106510	10.250556	triangle, 
10.250556	10.638018	and
10.638018	11.325821	rectangle
11.325821	11.910453	 shapes 
11.910453	12.155770	can
12.155770	12.586793	you
12.586793	12.841280	and
12.841280	13.164547	your
13.164547	13.682692	friends
13.682692	14.171032	spy
14.171032	14.432397	in
14.432397	14.643323	a
14.643323	15.097273	single
15.097273	15.668150	room
15.668150	16.443074	blank
16.443074	16.814488	take
16.814488	17.378486	turns
17.378486	17.687997	and
17.687997	18.153411	try
18.153411	18.868726	this:
18.868726	19.700967	blank
19.700967	19.934820	the
19.934820	20.386477	first
20.386477	20.987159	person
20.987159	21.491547	chooses
21.491547	22.014278	Something
22.014278	22.332960	in
22.332960	22.559934	the
22.559934	23.091835	room
23.091835	23.550371	but
23.550371	23.896565	does
23.896565	24.217539	not
24.217539	24.955781	say
24.955781	25.221732	what
25.221732	25.544999	it
25.544999	25.992071	is
25.992071	26.450606	blank
26.450606	26.888507	Give
26.888507	27.684066	Clues
27.684066	28.626356	only.
28.626356	29.699328	Say,
29.699328	30.011132	for
30.011132	30.827325	example
30.827325	31.462396	I
31.462396	32.108931	spy
32.108931	32.400101	a
32.400101	33.278196	triangle
33.278196	34.062291	Let
34.062291	34.321364	the
34.321364	34.869313	others
34.869313	35.286580	try
35.286580	35.497507	to
35.497507	35.903310	guess
35.903310	36.045456	what
36.045456	36.297651	you
36.297651	36.822674	picked
36.822674	37.432525	blank
37.432525	37.638866	if
37.638866	37.930036	no
37.930036	38.232669	one
38.232669	38.649937	guesses
38.649937	38.842521	it
38.842521	39.154325	right
39.154325	39.940713	away,
39.940713	40.502419	add
40.502419	41.041198	hints
41.041198	41.201685	that
41.201685	41.864269	describe
41.864269	42.063731	the
42.063731	42.313633	thing
42.313633	42.448942	you
42.448942	42.715619	have
42.715619	43.324703	picked
43.324703	44.223433	like
44.223433	44.523773	blank
