0.000000	0.341297	blank
0.341297	0.839188	most
0.839188	1.525797	boxes
1.525797	1.754667	have
1.754667	1.955429	a
1.955429	2.493473	top
2.493473	2.838785	blank
2.838785	3.079701	a
3.079701	3.597669	bottom
3.597669	3.858660	blank
3.858660	4.135713	and
4.135713	4.501101	four
4.501101	5.280061	sides
5.280061	6.215615	blank
6.215615	7.251551	Altogether 
7.251551	7.388070	blank
7.388070	7.765504	this
7.765504	8.130892	makes
8.130892	8.857653	six
8.857653	9.789192	sides
9.789192	10.439663	blank
10.439663	11.555904	sometimes
11.555904	12.110010	all
12.110010	12.619947	six
12.619947	12.864878	of
12.864878	13.214205	these
13.214205	13.804447	sides
13.804447	14.017256	are
14.017256	14.651666	square
14.651666	15.522977	blank
15.522977	16.012838	then
16.012838	16.330043	we
16.330043	16.691416	call
16.691416	16.787782	the
16.787782	17.209384	shape
17.209384	17.454314	a
17.454314	18.132892	cube
18.132892	18.943974	blank
18.943974	19.217011	can
19.217011	19.554293	you
19.554293	20.068245	find
20.068245	20.285069	the
20.285069	20.955617	cubes
20.955617	21.280852	on
21.280852	21.610103	these
21.610103	22.377017	pages
22.377017	22.517551	blank
