0.000000	0.233770	blank
0.233770	0.745331	Long
0.745331	1.237158	ago
1.237158	1.499769	blank
1.499769	2.201078	huge
2.201078	2.896316	pyramids
2.896316	3.127049	were
3.127049	3.570301	built
3.570301	3.773711	in
3.773711	4.484128	Egypt.
4.484128	4.930416	blank
4.930416	5.713696	Today
5.713696	6.405897	some
6.405897	6.915940	cities
6.915940	7.164890	have
7.164890	7.890487	buildings
7.890487	8.397494	shaped
8.397494	8.691983	like
8.691983	9.475263	pyramids
9.475263	9.912443	too.
9.912443	10.853594	blank
10.853594	11.166299	Can
11.166299	11.445608	you
11.445608	11.940471	find
11.940471	12.137809	the
12.137809	12.863406	 pyramids
12.863406	13.188255	on
13.188255	13.528283	these
13.528283	14.524082	pages?
