0.000000	0.213344	blank
0.213344	0.587542	Our
0.587542	1.168767	eyes
1.168767	1.620479	see
1.620479	1.749991	the
1.749991	2.239610	shapes
2.239610	2.549175	of
2.549175	3.411535	things.
3.411535	3.897995	Our
3.897995	4.583461	brains
4.583461	4.817214	 help
4.817214	5.126779	us
5.126779	5.376327	tell
5.376327	5.666939	the
5.666939	6.254481	difference
6.254481	6.908358	between 
6.908358	7.164224	these
7.164224	7.840213	Shapes
7.840213	8.541473	blank
8.541473	8.794179	We
8.794179	9.135333	know
9.135333	9.400674	 a
9.400674	9.902928	Closed
9.902928	10.424135	shape
10.424135	10.961136	and
10.961136	11.204366	an
11.204366	11.463390	open
11.463390	12.243620	shape.
12.243620	14.192618	blank
14.192618	14.457959	We
14.457959	14.745413	can
14.745413	15.250825	tell
15.250825	15.484579	if
15.484579	16.037374	something
16.037374	16.198474	is
16.198474	16.346939	a
16.346939	17.476395	square, 
17.476395	17.771571	a
17.771571	18.984615	circle
18.984615	19.301668	a
19.301668	20.235046	cube
20.235046	20.415510	or
20.415510	20.526069	a
20.526069	21.268394	sphere
21.268394	21.878048	blank
21.878048	22.187613	we
22.187613	22.610896	see
22.610896	22.765538	the
22.765538	23.470757	difference
23.470098	23.994463	between
23.994463	24.212422	a
24.212422	25.166389	rectangle
25.166389	25.453842	and
25.453842	25.586513	a
25.586513	26.553114	triangle.
26.553114	27.368092	blank
27.368092	27.791375	All
27.791375	27.965111	the
27.965111	28.435776	different
28.435776	28.903283	shapes
28.903283	29.073860	that
29.073860	29.285501	we
29.285501	29.816185	see
29.816185	30.205895	make
