0.000000	0.172845	blank
0.172845	0.714426	look
0.714426	1.394283	closely
1.394283	1.666995	at
1.666995	1.889773	the
1.889773	2.296919	different
2.296919	2.899956	trees
2.899956	3.310943	shown
3.310943	3.737294	here
3.737294	4.716749	blank
4.716749	4.962574	they
4.962574	5.223762	are
5.223762	5.769184	all
5.769184	6.141761	different
6.141761	6.840823	shapes
6.840823	7.186513	blank
7.186513	7.351676	but
7.351676	7.532203	the
7.532203	8.142923	leaves
8.142923	8.400270	on
8.400270	8.769006	each
8.769006	9.333633	tree
9.333633	9.544888	have
9.544888	9.698528	the
9.698528	10.121038	same
10.121038	10.731757	shape
10.731757	11.023673	blank
