0.000000	0.902406	blank
0.902406	1.341839	deep
1.341839	1.545861	in
1.545861	1.789118	the
1.789118	2.197163	earth
2.197163	2.448267	blank
2.448267	2.864158	lies
2.864158	3.036792	a
3.036792	3.719482	tiny
3.719482	4.386478	seed
4.386478	4.998545	blank
4.998545	5.194720	the
5.194720	5.626305	shape
5.626305	5.838175	of
5.838175	6.073585	the
6.073585	6.748428	seed
6.748428	6.936756	blank
6.936756	7.250636	is
7.250636	7.964714	round
7.964714	8.694486	balnk
8.694486	8.859273	the
8.859273	9.510575	seed
9.510575	9.871537	will
9.871537	10.475757	brust
10.475757	11.119212	open
11.119212	11.378163	and
11.378163	11.786208	become
11.786208	12.304110	something
12.304110	12.861248	new
12.861248	13.041729	as
13.041729	13.222210	it
13.222210	13.810736	grows
13.810736	14.399262	beneath
14.399262	14.697448	the
14.697448	15.364444	ground
15.364444	15.960816	blank
