0.000000	0.293937	blank
0.293937	0.649293	blow
0.649293	0.938843	up
0.938843	1.079230	a
1.079230	1.640781	balloon
1.640781	1.996137	and
1.996137	2.298848	just
2.298848	2.562075	like
2.562075	2.978851	that
2.978851	3.307885	blank
3.307885	3.610596	you
3.610596	3.891371	got
3.891371	4.097566	a
4.097566	4.716149	balloon
4.716149	5.137312	thats
5.137312	5.580410	big
5.580410	5.896283	and
5.896283	6.488543	fat
6.488543	7.357192	blank
7.357192	7.747645	bubble
7.747645	8.177583	gum
8.177583	8.467132	get
8.467132	9.125199	soft
9.125199	9.458620	and
9.458620	10.068429	gooey
10.068429	10.243914	as
10.243914	10.809852	soon
10.809852	11.033595	as
11.033595	11.213466	you
11.213466	11.581984	start
11.581984	11.792565	to
11.792565	12.011921	chew
12.011921	12.391045	it
12.391045	12.591020	blank
