0.000000	0.286408	blank
0.286408	0.597365	spn_18
0.597365	0.941055	spn_19
0.941055	1.199476	spn_20
1.199476	1.517962	blank
1.517962	1.788004	spn_22
1.788004	2.340362	spn_23
2.340362	2.786340	blank
2.786340	3.498268	spn_24
3.498268	4.361583	spn_25
4.361583	4.774829	spn_26
4.774829	5.069420	spn_27
5.069420	5.920460	spn_28
5.920460	6.341889	blank
6.341889	6.796050	spn_29
6.796050	7.074275	spn_30
7.074275	7.794386	spn_31
7.794386	8.285371	blank
8.285371	8.895011	spn_32
8.895011	9.435094	spn_33
9.435094	10.384332	spn_34
10.384332	10.998063	blank
10.998063	11.407217	spn_35
11.407217	11.476774	spn_36
11.476774	12.033223	spn_37
12.033223	12.561032	spn_38
12.561032	13.072475	spn_39
13.072475	13.706664	blank
13.706664	14.152642	spn_40
14.152642	14.471782	spn_41
14.471782	14.790922	spn_42
14.790922	15.682878	spn_43
15.682878	15.838357	spn_44
15.838357	15.997927	spn_45
15.997927	16.333433	spn_46
16.333433	16.599383	spn_47
16.599383	16.742587	spn_48
16.742587	16.959439	spn_49
16.959439	17.528163	blank
